Name,Alternating,DT Name,DT Rank,DT Notation,Conway Notation,Gauss Notation,PD Notation,Crossing Number,Unknotting Number,Bridge Index,Braid Index,Braid Length,Braid Notation,Symmetry Type,Full Symmetry Group,Montesinos Notation
10_148,N,10n_12,220,[4; 8; -12; 2; -16; -6; -18; -20; -10; -14],[(3;2)(3;2-)],{-1; 2; -3; 4; -5; 6; 7; -8; -4; 3; 9; -7; 8; -9; -10; 1; -2; 5; -6; 10},[[2;17;3;18];[4;9;5;10];[6;19;7;20];[7;13;8;12];[10;3;11;4];[11;15;12;14];[13;9;14;8];[16;1;17;2];[18;5;19;6];[20;15;1;16]],10,2,3,3,10,{-1;-1;-1;-1;-2;1;1;-2;1;-2},chiral,1,Not Montesinos
10_149,N,10n_11,219,[4; 8; -12; 2; 16; -6; 18; 20; 10; 14],[(3;2)(21;2-)],{1; -2; -3; 4; 5; -6; 7; -8; -4; 3; 9; -7; 8; -9; 10; -1; 2; -5; 6; -10},[[1;17;2;16];[4;9;5;10];[5;19;6;18];[7;13;8;12];[10;3;11;4];[11;15;12;14];[13;9;14;8];[15;1;16;20];[17;3;18;2];[19;7;20;6]],10,2,3,3,10,{1;1;1;1;2;-1;2;-1;2;2},chiral,1,Not Montesinos
10_150,N,10n_9,217,[4; 8; -12; 2; -16; -6; -18; -10; -20; -14],[(21;2)(3;2-)],{1; -2; 3; -4; 5; -3; -6; 7; -8; 6; 9; -10; -7; 8; 2; -1; 10; -9; 4; -5},[[1;17;2;16];[3;7;4;6];[5;1;6;20];[8;14;9;13];[10;8;11;7];[11;18;12;19];[14;10;15;9];[15;3;16;2];[17;12;18;13];[19;5;20;4]],10,2,3,4,11,{1;1;1;-2;1;1;3;-2;-1;3;2},chiral,1,Not Montesinos
10_151,N,10n_8,216,[4; 8; -12; 2; 16; -6; 18; 10; 20; 14],[(21;2)(21;2-)],{-1; 2; -3; 4; -5; 3; -6; 7; -8; 6; 9; -10; -7; 8; -2; 1; 10; -9; -4; 5},[[2;15;3;16];[4;19;5;20];[6;3;7;4];[8;14;9;13];[10;8;11;7];[11;18;12;19];[14;10;15;9];[16;1;17;2];[17;12;18;13];[20;5;1;6]],10,2,3,4,11,{-1;-1;-1;-2;1;1;-3;2;-1;-3;2},chiral,1,Not Montesinos
10_152,N,10n_36,244,[6; 8; 12; 2; -16; 4; -18; -20; -10; -14],[(3;2)-(3;2)],{1; -2; 3; -4; 5; -1; 2; -3; -6; 7; -8; 9; -10; 6; -7; 8; 4; -5; -9; 10},[[1;7;2;6];[3;9;4;8];[5;19;6;18];[7;3;8;2];[10;16;11;15];[12;20;13;19];[14;10;15;9];[16;12;17;11];[17;5;18;4];[20;14;1;13]],10,4,3,3,10,{1;1;1;2;2;1;1;2;2;2},reversible,D1,Not Montesinos
10_153,N,10n_10,218,[4; 8; 12; 2; -16; 6; -18; -20; -10; -14],[(3;2)-(21;2)],{-1; 2; 3; -4; -5; 6; 7; -8; 4; -3; 9; -7; 8; -9; -10; 1; -2; 5; -6; 10},[[2;17;3;18];[3;11;4;10];[6;19;7;20];[7;13;8;12];[9;5;10;4];[11;15;12;14];[13;9;14;8];[16;1;17;2];[18;5;19;6];[20;15;1;16]],10,2,3,4,11,{-1;-1;-1;-2;-1;-1;3;2;2;2;3},chiral,1,Not Montesinos
10_154,N,10n_7,215,[4; 8; 12; 2; -16; 6; -18; -10; -20; -14],[(21;2)-(21;2)],{1; -2; 3; -4; 5; -3; -6; 7; -8; 6; -9; 10; -7; 8; 2; -1; -10; 9; 4; -5},[[1;17;2;16];[3;7;4;6];[5;1;6;20];[8;14;9;13];[10;8;11;7];[12;18;13;17];[14;10;15;9];[15;3;16;2];[18;12;19;11];[19;5;20;4]],10,3,3,4,11,{1;1;2;-1;2;1;3;2;2;2;3},reversible,D1,Not Montesinos
10_155,N,10n_39,247,[6; 10; 14; 16; 18; 4; -20; 2; 8; -12],[-3:2:2],{1; -2; 3; -4; 5; 6; -7; -8; 9; -1; 2; -3; 10; -5; 8; -9; 4; -10; -6; 7},[[1;11;2;10];[3;13;4;12];[5;14;6;15];[6;19;7;20];[9;16;10;17];[11;3;12;2];[13;19;14;18];[15;8;16;9];[17;4;18;5];[20;7;1;8]],10,2,3,3,10,{-1;-1;-1;-2;1;1;-2;1;1;-2},reversible,D2,Not Montesinos
10_156,N,10n_32,240,[4; 12; 16; -14; 18; 2; -8; 20; 10; 6],[-3:2:20],{1; -2; 3; -4; 5; -6; 7; -3; -8; 9; 10; -1; 6; -5; -9; 8; 4; -7; 2; -10},[[1;13;2;12];[3;8;4;9];[5;14;6;15];[7;18;8;19];[10;15;11;16];[11;1;12;20];[13;6;14;7];[16;9;17;10];[17;4;18;5];[19;3;20;2]],10,1,3,4,11,{-1;-1;-1;2;1;1;-3;-2;1;-2;-3},reversible,D1,Not Montesinos
10_157,N,10n_42,250,[6; -10; -18; 14; -2; -16; 20; 8; -4; 12],[-3:20:20],{-1; 2; 3; -4; 5; -6; -2; 7; -8; -3; 4; -9; -10; 1; -7; 8; 9; -5; 6; 10},[[2;8;3;7];[3;10;4;11];[5;18;6;19];[8;15;9;16];[11;4;12;5];[14;1;15;2];[16;9;17;10];[17;13;18;12];[19;6;20;7];[20;13;1;14]],10,2,3,3,10,{-1;-1;-1;-2;-2;1;-2;1;-2;-2},reversible,D4,Not Montesinos
10_158,N,10n_41,249,[6; -10; -16; 14; -2; -18; 8; 20; -4; -12],[-30:2:2],{-1; -2; 3; 4; -5; 6; -7; -3; 8; -9; -4; 5; -10; 1; 9; -8; 2; 7; -6; 10},[[3;9;4;8];[4;11;5;12];[6;20;7;19];[9;17;10;16];[12;5;13;6];[14;1;15;2];[15;11;16;10];[17;3;18;2];[18;8;19;7];[20;13;1;14]],10,2,3,4,11,{-1;-1;-1;-2;1;1;3;2;-1;2;3},reversible,D1,Not Montesinos
10_159,N,10n_34,242,[6; 8; 10; 14; 16; -18; -20; 2; 4; -12],[-30:2:20],{-1; 2; -3; 4; 5; -6; 7; 8; -2; 9; -4; 10; -8; 1; -9; 3; -10; -5; 6; -7},[[2;10;3;9];[4;11;5;12];[5;19;6;18];[7;1;8;20];[8;14;9;13];[10;15;11;16];[12;18;13;17];[14;1;15;2];[16;4;17;3];[19;7;20;6]],10,1,3,3,10,{1;1;1;2;-1;2;-1;-1;2;2},reversible,D1,Not Montesinos
10_160,N,10n_33,241,[4; 12; -16; -14; -18; 2; -8; -20; -10; -6],[-30:20:20],{1; -2; -3; 4; -5; 6; -7; 3; -8; 9; 10; -1; -6; 5; -9; 8; -4; 7; 2; -10},[[1;13;2;12];[4;18;5;17];[6;14;7;13];[8;4;9;3];[10;15;11;16];[11;1;12;20];[14;6;15;5];[16;9;17;10];[18;8;19;7];[19;3;20;2]],10,2,3,4,11,{1;1;1;2;1;1;-3;2;-1;2;-3},reversible,D1,Not Montesinos
10_161,N,10n_31,239,[4; 12; -16; 14; -18; 2; 8; -20; -10; -6],[3:-20:-20],{1; -2; -3; 4; -5; 6; -7; 3; 8; -9; 10; -1; -6; 5; 9; -8; -4; 7; 2; -10},[[1;13;2;12];[4;18;5;17];[6;14;7;13];[8;4;9;3];[9;17;10;16];[11;1;12;20];[14;6;15;5];[15;11;16;10];[18;8;19;7];[19;3;20;2]],10,3,3,3,10,{1;1;1;2;-1;2;1;1;2;2},reversible,D1,Not Montesinos
10_162,N,10n_40,248,[6; 10; 14; 18; 16; 4; -20; 2; 8; -12],[-30:-20:-20],{-1; 2; -3; -4; 5; 6; -7; 8; -2; 9; 4; -5; -10; 1; -8; 7; -6; 3; -9; 10},[[2;9;3;10];[5;12;6;13];[6;18;7;17];[8;16;9;15];[10;19;11;20];[11;4;12;5];[14;1;15;2];[16;8;17;7];[18;4;19;3];[20;13;1;14]],10,2,3,4,11,{-1;-1;-2;1;1;-2;-2;-1;3;-2;3},reversible,D1,Not Montesinos
10_163,N,10n_35,243,[6; 8; 10; 14; 16; -20; -18; 2; 4; -12],[8*-30],{1; -2; 3; -4; -5; 6; -7; -1; 8; -3; 9; 7; -6; 5; 10; -8; 2; -9; 4; -10},[[1;8;2;9];[3;11;4;10];[6;14;7;13];[9;17;10;16];[11;18;12;19];[12;8;13;7];[14;6;15;5];[15;1;16;20];[17;2;18;3];[19;5;20;4]],10,2,3,4,11,{1;1;-2;-1;-1;3;2;-1;2;2;3},reversible,D1,Not Montesinos
10_164,N,10n_38,246,[6; -10; -12; 14; -18; -16; 20; -2; -4; -8],[8*2:-20],{-1; 2; 3; -4; -5; 6; -7; 8; 4; -9; -2; 1; -6; 10; -8; -3; 9; 5; -10; 7},[[2;12;3;11];[3;16;4;17];[6;14;7;13];[8;15;9;16];[9;5;10;4];[12;2;13;1];[14;19;15;20];[17;10;18;11];[18;5;19;6];[20;8;1;7]],10,1,3,4,11,{1;1;-2;1;-2;-2;-3;2;-1;2;-3},reversible,D1,Not Montesinos
10_165,N,10n_37,245,[6; 8; 14; 18; 16; 4; -20; 10; 2; -12],[8*2:.-20],{1; -2; 3; 4; -5; -6; 2; -1; 7; -8; 9; -3; 6; -7; 10; -9; -4; 5; 8; -10},[[1;8;2;9];[3;12;4;13];[4;17;5;18];[7;2;8;3];[9;14;10;15];[11;17;12;16];[13;6;14;7];[15;20;16;1];[18;5;19;6];[19;11;20;10]],10,2,3,4,11,{-1;-1;-2;1;3;-2;1;-2;-3;-3;-2},reversible,D1,Not Montesinos
11a_1,Y,11a_1,251,[4; 8; 10; 14; 2; 16; 20; 6; 22; 12; 18],[221;211;2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -9; 6; -5; 7; -10; 11; -8; 9; -11; 10},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;12;17;11];[14;7;15;8];[6;15;7;16];[20;14;21;13];[22;18;1;17];[18;22;19;21];[12;20;13;19]],11,2,3,5,14,{1;1;1;2;-1;2;2;-3;2;-3;-2;-4;3;-4},reversible,D1,K(1/2;3/5;5/7)
11a_2,Y,11a_2,252,[4; 8; 10; 14; 2; 18; 6; 20; 12; 22; 16],[(211;2)(21;2)],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -5; 6; -9; 10; -8; 7; -11; 9; -10; 11},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[14;8;15;7];[18;12;19;11];[22;20;1;19];[20;16;21;15];[16;22;17;21];[12;18;13;17];[6;14;7;13]],11,2,3,5,12,{1;1;-2;1;3;3;2;2;3;-4;3;-4},chiral,1,Not Montesinos
11a_3,Y,11a_3,253,[4; 8; 10; 14; 2; 18; 6; 20; 22; 12; 16],[(211;2)(3;2)],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -5; 6; -9; 10; -11; 7; -8; 9; -10; 11},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[14;8;15;7];[20;15;21;16];[18;11;19;12];[12;19;13;20];[22;17;1;18];[16;21;17;22];[6;14;7;13]],11,2,3,4,11,{-1;-1;-1;2;2;-1;-1;2;-3;2;-3},chiral,1,Not Montesinos
11a_4,Y,11a_4,254,[4; 8; 10; 14; 2; 18; 6; 22; 20; 12; 16],[23;211;2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -5; 6; -9; 10; -11; 7; -8; 11; -10; 9},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[14;8;15;7];[20;17;21;18];[18;11;19;12];[12;19;13;20];[22;15;1;16];[16;21;17;22];[6;14;7;13]],11,2,3,5,12,{-1;-1;-1;-2;1;3;3;-2;3;-4;3;-4},reversible,D1,K(1/2;3/5;2/7)
11a_5,Y,11a_5,255,[4; 8; 10; 14; 2; 20; 16; 6; 22; 12; 18],[22;211;2+],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -9; 6; -5; 9; -10; 11; -8; 7; -11; 10},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;14;17;13];[14;7;15;8];[6;15;7;16];[20;12;21;11];[22;17;1;18];[18;21;19;22];[12;20;13;19]],11,2,3,6,13,{-1;2;-1;2;2;3;-2;-4;-3;-3;5;-4;5},reversible,D1,K(1/2;3/5;7/5)
11a_6,Y,11a_6,256,[4; 8; 10; 16; 2; 18; 20; 6; 14; 22; 12],[211;211;2+],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -9; 10; -5; 6; -10; 7; -11; 9; -8; 11},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;8;17;7];[18;12;19;11];[22;20;1;19];[20;13;21;14];[12;21;13;22];[14;18;15;17];[6;16;7;15]],11,2,3,5,12,{-1;2;-1;2;2;3;3;-2;3;-4;3;-4},reversible,D2,K(1/2;3/5;8/5)
11a_7,Y,11a_7,257,[4; 8; 10; 16; 2; 18; 20; 6; 22; 12; 14],[41;211;2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -9; 10; -5; 6; -11; 7; -8; 9; -10; 11},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;8;17;7];[22;17;1;18];[18;11;19;12];[20;13;21;14];[12;19;13;20];[14;21;15;22];[6;16;7;15]],11,2,3,4,11,{-1;-1;-1;-1;2;2;-1;2;-3;2;-3},reversible,D1,K(1/2;3/5;4/5)
11a_8,Y,11a_8,258,[4; 8; 10; 16; 2; 18; 20; 6; 22; 14; 12],[311;211;2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -9; 10; -5; 6; -11; 7; -10; 9; -8; 11},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;8;17;7];[22;17;1;18];[18;11;19;12];[12;21;13;22];[20;13;21;14];[14;19;15;20];[6;16;7;15]],11,1,3,5,12,{-1;-1;-2;1;-2;3;3;-2;3;-4;3;-4},reversible,D1,K(1/2;3/5;4/7)
11a_9,Y,11a_9,259,[4; 8; 10; 16; 2; 18; 20; 22; 6; 12; 14],[5;211;2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -9; 10; -11; 6; -5; 7; -8; 9; -10; 11},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[18;12;19;11];[16;7;17;8];[6;17;7;18];[20;14;21;13];[22;16;1;15];[12;20;13;19];[14;22;15;21]],11,2,3,4,11,{-1;2;-1;2;-3;2;2;2;2;2;-3},reversible,D1,K(1/2;3/5;1/5)
11a_10,Y,11a_10,260,[4; 8; 10; 16; 2; 18; 20; 22; 6; 14; 12],[32;211;2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -9; 10; -11; 6; -5; 7; -10; 9; -8; 11},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[18;12;19;11];[16;7;17;8];[6;17;7;18];[22;16;1;15];[12;22;13;21];[20;14;21;13];[14;20;15;19]],11,1,3,5,14,{1;1;2;-1;2;2;2;-3;2;-3;-2;-4;3;-4},reversible,D1,K(1/2;3/5;3/7)
11a_11,Y,11a_11,261,[4; 8; 10; 16; 2; 20; 18; 6; 14; 22; 12],[211;21;2++],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -9; 10; -5; 6; -10; 9; -11; 7; -8; 11},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[16;8;17;7];[18;14;19;13];[14;18;15;17];[22;19;1;20];[20;11;21;12];[12;21;13;22];[6;16;7;15]],11,1,3,5,12,{-1;-1;2;-1;2;3;3;-2;3;-4;3;-4},reversible,D1,K(1/2;2/3;13/5)
11a_12,Y,11a_12,262,[4; 8; 10; 16; 2; 20; 22; 18; 6; 14; 12],[211;3;2++],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -9; 10; -11; 6; -5; 11; -10; 7; -8; 9},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[18;16;19;15];[16;7;17;8];[6;17;7;18];[20;12;21;11];[22;14;1;13];[12;22;13;21];[14;20;15;19]],11,1,3,5,12,{-1;2;-1;2;2;3;-2;-4;3;3;3;-4},reversible,D1,K(1/2;1/3;13/5)
11a_13,Y,11a_13,263,[4; 8; 10; 16; 2; 22; 20; 18; 6; 14; 12],[25112],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 4; -7; 8; -9; 10; -11; 6; -5; 11; -10; 9; -8; 7},[[4;2;5;1];[10;6;11;5];[8;3;9;4];[2;9;3;10];[18;16;19;15];[16;7;17;8];[6;17;7;18];[22;12;1;11];[20;14;21;13];[14;20;15;19];[12;22;13;21]],11,2,2,6,13,{-1;2;-1;2;2;3;-2;3;4;-3;-5;4;-5},reversible,D2,K(28/61)
11a_14,Y,11a_14,264,[4; 8; 12; 2; 14; 18; 6; 20; 10; 22; 16],[(21;2)1(21;2)],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 4; -5; 6; -9; 10; -7; 8; -11; 9; -10; 11},[[4;2;5;1];[8;4;9;3];[14;9;15;10];[12;5;13;6];[6;13;7;14];[18;11;19;12];[22;20;1;19];[20;16;21;15];[16;22;17;21];[10;17;11;18];[2;8;3;7]],11,[2;3],3,4,11,{1;1;-2;-2;1;-2;3;-2;-2;3;3},reversible,D1,Not Montesinos
11a_15,Y,11a_15,265,[4; 8; 12; 2; 14; 18; 6; 20; 22; 10; 16],[(3;2)1(21;2)],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 4; -5; 6; -9; 10; -11; 8; -7; 9; -10; 11},[[4;2;5;1];[8;4;9;3];[14;9;15;10];[12;5;13;6];[6;13;7;14];[20;15;21;16];[18;12;19;11];[10;20;11;19];[22;17;1;18];[16;21;17;22];[2;8;3;7]],11,2,3,4,11,{1;1;-2;-2;1;-2;3;-2;-2;-2;3},chiral,1,Not Montesinos
11a_16,Y,11a_16,266,[4; 8; 12; 2; 14; 18; 6; 22; 20; 10; 16],[231;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 4; -5; 6; -9; 10; -11; 8; -7; 11; -10; 9},[[4;2;5;1];[8;4;9;3];[14;9;15;10];[12;5;13;6];[6;13;7;14];[20;17;21;18];[18;12;19;11];[10;20;11;19];[22;15;1;16];[16;21;17;22];[2;8;3;7]],11,2,3,5,12,{1;1;-2;-2;1;-2;-2;-3;2;4;-3;4},reversible,D1,K(1/2;2/3;7/9)
11a_17,Y,11a_17,267,[4; 8; 12; 2; 16; 6; 20; 10; 22; 14; 18],[(22;2)(21;2)],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -5; 4; -8; 9; -7; 6; -10; 11; -9; 8; -11; 10},[[4;2;5;1];[8;4;9;3];[12;6;13;5];[16;9;17;10];[20;14;21;13];[22;17;1;18];[18;21;19;22];[14;20;15;19];[10;15;11;16];[6;12;7;11];[2;8;3;7]],11,2,3,6,13,{1;1;-2;1;3;2;2;-4;-3;-3;5;-4;5},chiral,1,Not Montesinos
11a_18,Y,11a_18,268,[4; 8; 12; 2; 16; 6; 20; 18; 10; 22; 14],[(21;2+)(21;2)],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -5; 4; -8; 9; -10; 6; -7; 10; -11; 8; -9; 11},[[4;2;5;1];[8;4;9;3];[12;6;13;5];[18;16;19;15];[16;10;17;9];[10;18;11;17];[22;19;1;20];[20;13;21;14];[14;21;15;22];[6;12;7;11];[2;8;3;7]],11,[2;3],3,5,12,{-1;-1;2;-1;-3;2;2;4;3;3;3;4},chiral,1,Not Montesinos
11a_19,Y,11a_19,269,[4; 8; 12; 2; 16; 18; 6; 20; 22; 14; 10],[.(21;2).20],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 4; -5; 9; -10; 6; -11; 8; -9; 10; -7; 11},[[4;2;5;1];[8;4;9;3];[22;17;1;18];[12;5;13;6];[6;13;7;14];[18;12;19;11];[14;20;15;19];[16;9;17;10];[20;16;21;15];[10;22;11;21];[2;8;3;7]],11,2,3,4,11,{1;1;-2;1;-2;1;3;-2;-2;3;3},chiral,1,Not Montesinos
11a_20,Y,11a_20,270,[4; 8; 12; 2; 18; 6; 20; 22; 10; 16; 14],[(3;2+)(21;2)],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -5; 4; -8; 9; -10; 11; -7; 6; -11; 8; -9; 10},[[4;2;5;1];[8;4;9;3];[12;6;13;5];[18;9;19;10];[20;14;21;13];[22;16;1;15];[14;22;15;21];[16;20;17;19];[10;17;11;18];[6;12;7;11];[2;8;3;7]],11,[2;3],3,5,12,{1;1;-2;1;3;2;2;-4;3;3;3;-4},chiral,1,Not Montesinos
11a_21,Y,11a_21,271,[4; 8; 12; 2; 18; 6; 22; 20; 10; 16; 14],[24;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -5; 4; -8; 9; -10; 11; -7; 6; -11; 10; -9; 8},[[4;2;5;1];[8;4;9;3];[12;6;13;5];[18;9;19;10];[22;14;1;13];[20;16;21;15];[16;20;17;19];[14;22;15;21];[10;17;11;18];[6;12;7;11];[2;8;3;7]],11,2,3,6,13,{1;1;-2;1;3;2;2;3;4;-3;-5;4;-5},reversible,D1,K(1/2;2/3;2/9)
11a_22,Y,11a_22,272,[4; 8; 12; 2; 18; 14; 6; 20; 22; 10; 16],[(21;2+)(3;2)],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 4; -5; 8; -9; 10; -11; 6; -7; 9; -10; 11},[[4;2;5;1];[8;4;9;3];[14;11;15;12];[12;5;13;6];[6;13;7;14];[20;16;21;15];[18;10;19;9];[10;20;11;19];[22;18;1;17];[16;22;17;21];[2;8;3;7]],11,2,3,4,11,{1;1;1;-2;1;1;3;-2;-2;3;3},chiral,1,Not Montesinos
11a_23,Y,11a_23,273,[4; 8; 12; 2; 18; 14; 6; 22; 20; 10; 16],[23;21;2+],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 4; -5; 8; -9; 10; -11; 6; -7; 11; -10; 9},[[4;2;5;1];[8;4;9;3];[14;11;15;12];[12;5;13;6];[6;13;7;14];[20;18;21;17];[18;10;19;9];[10;20;11;19];[22;16;1;15];[16;22;17;21];[2;8;3;7]],11,2,3,5,12,{1;1;1;2;-1;-3;2;4;-3;-3;4;4},reversible,D1,K(1/2;2/3;9/7)
11a_24,Y,11a_24,274,[4; 8; 12; 2; 18; 16; 6; 20; 22; 14; 10],[.(21;2).2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 4; -5; 9; -10; 8; -11; 6; -9; 10; -7; 11},[[4;2;5;1];[8;4;9;3];[16;11;17;12];[12;5;13;6];[6;13;7;14];[22;18;1;17];[18;10;19;9];[10;22;11;21];[20;15;21;16];[14;19;15;20];[2;8;3;7]],11,2,3,4,13,{1;1;1;2;-1;-1;3;-2;-2;3;-2;3;-2},chiral,1,Not Montesinos
11a_25,Y,11a_25,275,[4; 8; 12; 2; 18; 20; 6; 10; 22; 14; 16],[.20.(21;2)],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 4; -5; 9; -7; 10; -11; 6; -9; 8; -10; 11},[[4;2;5;1];[8;4;9;3];[18;10;19;9];[12;5;13;6];[6;13;7;14];[14;19;15;20];[20;11;21;12];[22;18;1;17];[16;22;17;21];[10;16;11;15];[2;8;3;7]],11,2,3,4,13,{1;1;1;2;-1;-1;3;-2;3;-2;3;3;-2},chiral,1,Not Montesinos
11a_26,Y,11a_26,276,[4; 8; 12; 2; 20; 18; 6; 10; 22; 14; 16],[.2.(21;2)],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 4; -5; 9; -7; 10; -11; 8; -9; 6; -10; 11},[[4;2;5;1];[8;4;9;3];[20;9;21;10];[12;5;13;6];[6;13;7;14];[18;12;19;11];[14;20;15;19];[10;16;11;15];[22;17;1;18];[16;21;17;22];[2;8;3;7]],11,2,3,4,11,{1;1;-2;-2;1;3;-2;-2;3;-2;3},chiral,1,Not Montesinos
11a_27,Y,11a_27,277,[4; 8; 12; 14; 2; 18; 22; 20; 10; 16; 6],[.22.21],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 7; -8; 4; -9; 6; -10; 11; -7; 8; -11; 10; -5; 9},[[4;2;5;1];[22;14;1;13];[8;3;9;4];[2;9;3;10];[14;7;15;8];[20;15;21;16];[12;6;13;5];[10;17;11;18];[18;11;19;12];[16;19;17;20];[6;21;7;22]],11,2,3,5,12,{-1;-1;-1;-2;1;3;-2;3;-2;-4;3;-4},chiral,1,Not Montesinos
11a_28,Y,11a_28,278,[4; 8; 12; 16; 2; 18; 20; 22; 10; 6; 14],[.3.21.20],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 7; -8; 4; -9; 10; -11; 6; -7; 8; -5; 9; -10; 11},[[4;2;5;1];[20;14;21;13];[8;3;9;4];[2;9;3;10];[16;7;17;8];[22;16;1;15];[10;17;11;18];[12;6;13;5];[18;11;19;12];[6;19;7;20];[14;22;15;21]],11,2,3,4,11,{-1;-1;2;-1;2;2;2;-1;-3;2;-3},chiral,1,Not Montesinos
11a_29,Y,11a_29,279,[4; 8; 12; 16; 2; 18; 22; 20; 10; 6; 14],[.3.210.2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 7; -8; 4; -9; 10; -11; 6; -7; 8; -5; 11; -10; 9},[[4;2;5;1];[20;16;21;15];[8;3;9;4];[2;9;3;10];[16;7;17;8];[22;14;1;13];[14;22;15;21];[10;17;11;18];[12;6;13;5];[18;11;19;12];[6;19;7;20]],11,2,3,5,14,{-1;-1;2;-1;2;-1;3;-2;-1;-4;3;2;-4;3},chiral,1,Not Montesinos
11a_30,Y,11a_30,280,[4; 8; 12; 18; 2; 16; 20; 6; 10; 22; 14],[.21.21.20],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 7; -8; 4; -9; 10; -5; 8; -7; 6; -11; 9; -10; 11},[[4;2;5;1];[12;6;13;5];[8;3;9;4];[2;9;3;10];[16;12;17;11];[10;18;11;17];[18;8;19;7];[22;19;1;20];[20;13;21;14];[14;21;15;22];[6;16;7;15]],11,2,3,5,14,{1;1;2;-1;2;-3;-2;1;-2;-2;3;-4;3;-4},chiral,1,Not Montesinos
11a_31,Y,11a_31,281,[4; 8; 14; 2; 16; 18; 6; 22; 20; 10; 12],[2121;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -5; 4; -10; 6; -11; 8; -7; 11; -9; 10},[[4;2;5;1];[8;4;9;3];[14;6;15;5];[22;16;1;15];[16;10;17;9];[20;18;21;17];[18;11;19;12];[10;19;11;20];[12;22;13;21];[6;14;7;13];[2;8;3;7]],11,2,3,5,12,{1;1;-2;1;3;2;2;3;3;-4;3;-4},reversible,D1,K(1/2;2/3;8/11)
11a_32,Y,11a_32,282,[4; 8; 14; 2; 16; 18; 6; 22; 20; 12; 10],[21111;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -5; 4; -10; 6; -11; 8; -9; 11; -7; 10},[[4;2;5;1];[8;4;9;3];[14;6;15;5];[22;16;1;15];[16;10;17;9];[10;22;11;21];[18;11;19;12];[20;17;21;18];[12;19;13;20];[6;14;7;13];[2;8;3;7]],11,2,3,5,12,{-1;-1;2;-1;2;-3;2;4;3;3;3;4},reversible,D1,K(1/2;2/3;8/13)
