Name,Alternating,DT Name,DT Rank,DT Notation,Conway Notation,Gauss Notation,PD Notation,Crossing Number,Unknotting Number,Bridge Index,Braid Index,Braid Length,Braid Notation,Symmetry Type,Full Symmetry Group,Montesinos Notation
12a_612,Y,12a_612,1414,[4; 12; 16; 22; 20; 2; 18; 10; 24; 14; 8; 6],[.2 1.2.4 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -11; 9; -4; 12; -10; 11; -8; 7; -6; 5; -12},[[1;5;2;4];[3;13;4;12];[5;17;6;16];[7;22;8;23];[9;20;10;21];[11;3;12;2];[13;19;14;18];[15;11;16;10];[17;1;18;24];[19;15;20;14];[21;8;22;9];[23;6;24;7]],12,2,3,5,,{-1;2;3;-4;-1;3;-2;3;3;4;4;4;3;-2},chiral,1,Not Montesinos
12a_613,Y,12a_613,1415,[4; 12; 16; 22; 20; 2; 18; 24; 10; 14; 8; 6],[.4.2.2 1 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -11; 12; -4; 9; -10; 11; -8; 7; -6; 5; -12},[[1;5;2;4];[3;13;4;12];[5;16;6;17];[7;22;8;23];[9;20;10;21];[11;3;12;2];[13;18;14;19];[15;24;16;1];[17;10;18;11];[19;14;20;15];[21;8;22;9];[23;6;24;7]],12,2,3,5,,{1;-2;-3;4;4;-3;2;-3;4;-3;-1;-3;-1;-2},chiral,1,Not Montesinos
12a_614,Y,12a_614,1416,[4; 12; 16; 24; 20; 2; 8; 6; 22; 10; 18; 14],[2 2:2 1:2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 7; -10; 5; -4; 11; -12; 9; -8; 12; -11; 10; -6},[[1;5;2;4];[3;13;4;12];[5;16;6;17];[7;1;8;24];[9;20;10;21];[11;3;12;2];[13;9;14;8];[15;6;16;7];[17;23;18;22];[19;10;20;11];[21;19;22;18];[23;15;24;14]],12,1,3,6,,{-1;2;-3;4;-1;2;4;5;3;5;3;-4;3;-4;-5},chiral,1,Not Montesinos
12a_615,Y,12a_615,1417,[4; 12; 16; 24; 20; 2; 8; 18; 6; 22; 10; 14],[2 1:2 1:2 1],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 7; -10; 11; -4; 5; -11; 12; -8; 9; -12; 10; -6},[[1;5;2;4];[3;13;4;12];[5;17;6;16];[7;1;8;24];[9;21;10;20];[11;3;12;2];[13;9;14;8];[15;19;16;18];[17;7;18;6];[19;23;20;22];[21;11;22;10];[23;15;24;14]],12,3,3,5,,{-1;2;2;3;1;3;1;2;2;-3;4;2;4;3;3;-4},reversible,D3,Not Montesinos
12a_616,Y,12a_616,1418,[4; 12; 16; 24; 20; 2; 8; 22; 6; 14; 10; 18],[8*2 0:2 1:2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 7; -10; 11; -4; 5; -12; 10; -8; 9; -11; 12; -6},[[1;5;2;4];[3;13;4;12];[5;17;6;16];[7;1;8;24];[9;21;10;20];[11;3;12;2];[13;9;14;8];[15;22;16;23];[17;7;18;6];[19;14;20;15];[21;11;22;10];[23;18;24;19]],12,[2;3],3,4,,{1;1;1;2;2;-3;2;-1;2;-3;2;2;-3},reversible,D1,Not Montesinos
12a_617,Y,12a_617,1419,[4; 12; 16; 24; 20; 2; 10; 22; 6; 8; 14; 18],[2.2 2.2 0.2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -10; 11; -4; 5; -12; 7; -8; 10; -11; 12; -6},[[1;5;2;4];[3;13;4;12];[5;17;6;16];[7;1;8;24];[9;20;10;21];[11;3;12;2];[13;11;14;10];[15;22;16;23];[17;7;18;6];[19;8;20;9];[21;14;22;15];[23;18;24;19]],12,2,3,4,,{-1;2;2;3;-1;3;-1;2;2;-1;2;-3;-1},chiral,1,Not Montesinos
12a_618,Y,12a_618,1420,[4; 12; 16; 24; 22; 2; 20; 10; 6; 8; 14; 18],[8*2.2 1:2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -11; 9; -4; 5; -12; 7; -10; 11; -8; 12; -6},[[1;5;2;4];[3;13;4;12];[5;17;6;16];[7;1;8;24];[9;22;10;23];[11;3;12;2];[13;21;14;20];[15;11;16;10];[17;7;18;6];[19;8;20;9];[21;15;22;14];[23;18;24;19]],12,2,3,4,,{1;1;1;2;-3;2;2;-3;-1;2;-3;2;2},chiral,1,Not Montesinos
12a_619,Y,12a_619,1421,[4; 12; 16; 24; 22; 20; 2; 18; 6; 14; 10; 8],[5;2 2;2 1],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 10; -3; 2; -11; 12; -4; 5; -12; 11; -10; 9; -8; 7; -6},[[1;5;2;4];[3;12;4;13];[5;17;6;16];[7;1;8;24];[9;23;10;22];[11;21;12;20];[13;2;14;3];[15;19;16;18];[17;7;18;6];[19;15;20;14];[21;11;22;10];[23;9;24;8]],12,2,3,6,,{1;1;1;2;-1;2;-3;2;2;4;-3;-2;4;5;-4;-3;5},chiral,Z2,K(2/3;2/5;1/5)
12a_620,Y,12a_620,1422,[4; 12; 18; 14; 16; 2; 20; 22; 10; 24; 8; 6],[9*2 1 0.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -6; 11; -8; 9; -4; 12; -10; 7; -11; 5; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;14;8;15];[9;17;10;16];[11;3;12;2];[13;21;14;20];[15;22;16;23];[17;11;18;10];[19;1;20;24];[21;9;22;8];[23;6;24;7]],12,2,3,4,,{-1;2;-1;2;3;3;3;2;-1;2;-3;2;2},chiral,1,Not Montesinos
12a_621,Y,12a_621,1423,[4; 12; 18; 14; 20; 2; 8; 22; 24; 10; 6; 16],[3 0.2 1.2 0.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 7; -6; 10; -11; 12; -4; 9; -8; 5; -10; 11; -12},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;15;8;14];[9;20;10;21];[11;3;12;2];[13;9;14;8];[15;22;16;23];[17;24;18;1];[19;10;20;11];[21;6;22;7];[23;16;24;17]],12,2,3,5,,{1;-2;3;-4;1;2;-3;-3;-3;2;2;-3;-3;-4},chiral,1,Not Montesinos
12a_622,Y,12a_622,1424,[4; 12; 18; 14; 20; 2; 8; 24; 22; 10; 6; 16],[3.2 1.2 0.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 7; -6; 10; -11; 12; -4; 9; -8; 5; -12; 11; -10},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;15;8;14];[9;20;10;21];[11;3;12;2];[13;9;14;8];[15;24;16;1];[17;22;18;23];[19;10;20;11];[21;6;22;7];[23;16;24;17]],12,2,3,6,,{1;2;-3;4;-5;-2;-2;-3;-4;1;-2;3;-4;5;4;4;-3},chiral,1,Not Montesinos
12a_623,Y,12a_623,1425,[4; 12; 18; 14; 20; 2; 10; 22; 6; 24; 8; 16],[.2 2.2.2 0.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -6; 10; -11; 5; -4; 12; -8; 7; -10; 11; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;15;8;14];[9;20;10;21];[11;3;12;2];[13;11;14;10];[15;23;16;22];[17;7;18;6];[19;1;20;24];[21;8;22;9];[23;17;24;16]],12,2,3,5,,{-1;2;2;1;1;2;-3;2;-3;4;4;4;3;-2;3;-4},chiral,1,Not Montesinos
12a_624,Y,12a_624,1426,[4; 12; 18; 14; 20; 2; 22; 6; 24; 10; 8; 16],[.3.2 1.2 0.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -6; 5; -11; 12; -4; 9; -8; 7; -10; 11; -12},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;14;8;15];[9;20;10;21];[11;3;12;2];[13;22;14;23];[15;6;16;7];[17;24;18;1];[19;10;20;11];[21;8;22;9];[23;16;24;17]],12,2,3,5,,{1;-2;-3;-4;-2;3;-4;-3;-2;3;1;1;-2;-2;3;-2},chiral,1,Not Montesinos
12a_625,Y,12a_625,1427,[4; 12; 18; 14; 20; 2; 24; 22; 6; 10; 16; 8],[2.2.2 0.2 1 1],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -6; 11; -12; 5; -4; 9; -8; 12; -11; 7; -10},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;14;8;15];[9;20;10;21];[11;3;12;2];[13;24;14;1];[15;23;16;22];[17;6;18;7];[19;10;20;11];[21;17;22;16];[23;8;24;9]],12,2,3,6,,{-1;2;-3;-4;5;-1;3;5;-2;-4;3;-2;-4;5;3},reversible,D1,Not Montesinos
12a_626,Y,12a_626,1428,[4; 12; 18; 14; 22; 2; 20; 8; 10; 24; 16; 6],[9*2 1 0:2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -6; 7; -11; 9; -4; 12; -10; 11; -8; 5; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;14;8;15];[9;22;10;23];[11;3;12;2];[13;21;14;20];[15;8;16;9];[17;11;18;10];[19;1;20;24];[21;17;22;16];[23;6;24;7]],12,1,3,4,,{1;1;1;2;-3;2;-1;2;-3;-3;2;-3;2},chiral,1,Not Montesinos
12a_627,Y,12a_627,1429,[4; 12; 18; 14; 22; 16; 2; 8; 24; 6; 10; 20],[2 1 0.2.2.2 1 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 10; -3; 2; -6; 7; -10; 11; -4; 5; -12; 9; -8; 12; -11},[[1;5;2;4];[3;12;4;13];[5;18;6;19];[7;15;8;14];[9;23;10;22];[11;17;12;16];[13;2;14;3];[15;9;16;8];[17;24;18;1];[19;6;20;7];[21;11;22;10];[23;20;24;21]],12,2,3,5,,{-1;2;-3;4;-1;2;-3;2;4;2;-3;-3},negative amphicheiral,D1,Not Montesinos
12a_628,Y,12a_628,1430,[4; 12; 18; 16; 14; 2; 10; 20; 22; 24; 8; 6],[8*2 3],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -8; 10; -6; 11; -4; 12; -10; 7; -11; 5; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;16;8;17];[9;15;10;14];[11;3;12;2];[13;11;14;10];[15;21;16;20];[17;22;18;23];[19;1;20;24];[21;9;22;8];[23;6;24;7]],12,2,3,5,,{-1;2;2;1;1;2;3;-4;3;-2;3;-4;3;-4},reversible,D1,Not Montesinos
12a_629,Y,12a_629,1431,[4; 12; 18; 16; 14; 2; 20; 22; 24; 10; 8; 6],[101*2 1],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -8; 11; -6; 12; -4; 9; -10; 7; -11; 5; -12},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;17;8;16];[9;14;10;15];[11;3;12;2];[13;20;14;21];[15;23;16;22];[17;24;18;1];[19;10;20;11];[21;9;22;8];[23;6;24;7]],12,2,3,5,,{1;2;-3;4;-3;-2;-2;-3;4;1;1;-2;-3;4},reversible,D1,Not Montesinos
12a_630,Y,12a_630,1432,[4; 12; 18; 16; 20; 2; 8; 22; 24; 10; 14; 6],[8*2 1.2:2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 7; -10; 11; -6; 12; -4; 9; -8; 10; -11; 5; -12},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;17;8;16];[9;20;10;21];[11;3;12;2];[13;9;14;8];[15;23;16;22];[17;24;18;1];[19;10;20;11];[21;15;22;14];[23;6;24;7]],12,2,3,5,,{-1;2;-3;4;-1;-2;4;3;3;-2;3;-2;3;4},chiral,1,Not Montesinos
12a_631,Y,12a_631,1433,[4; 12; 18; 16; 20; 2; 10; 8; 22; 24; 14; 6],[8*2 2:.2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -10; 7; -6; 11; -4; 12; -8; 10; -11; 5; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;16;8;17];[9;20;10;21];[11;3;12;2];[13;11;14;10];[15;8;16;9];[17;22;18;23];[19;1;20;24];[21;14;22;15];[23;6;24;7]],12,1,3,5,,{-1;2;2;-3;4;-3;1;1;2;-3;2;-4;-4;-3},chiral,1,Not Montesinos
12a_632,Y,12a_632,1434,[4; 12; 18; 16; 20; 2; 10; 22; 6; 24; 14; 8],[2 2:3:2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -10; 11; -6; 5; -4; 12; -8; 10; -11; 7; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;17;8;16];[9;20;10;21];[11;3;12;2];[13;11;14;10];[15;22;16;23];[17;7;18;6];[19;1;20;24];[21;14;22;15];[23;8;24;9]],12,2,3,5,,{-1;2;2;1;1;2;-3;4;3;-2;-3;2;-3;-3;4;-3},chiral,1,Not Montesinos
12a_633,Y,12a_633,1435,[4; 12; 18; 16; 20; 2; 10; 22; 24; 14; 8; 6],[8*2 2:2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -10; 11; -6; 12; -4; 10; -8; 7; -11; 5; -12},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;17;8;16];[9;21;10;20];[11;3;12;2];[13;11;14;10];[15;23;16;22];[17;24;18;1];[19;15;20;14];[21;9;22;8];[23;6;24;7]],12,2,3,5,,{-1;2;2;1;1;2;-3;4;-3;2;-3;-2;3;4;-3;4},chiral,1,Not Montesinos
12a_634,Y,12a_634,1436,[4; 12; 18; 16; 20; 2; 22; 24; 6; 10; 8; 14],[(3;3) (3;2 1)],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -11; 12; -6; 5; -4; 9; -8; 7; -10; 11; -12},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;16;8;17];[9;20;10;21];[11;3;12;2];[13;22;14;23];[15;24;16;1];[17;6;18;7];[19;10;20;11];[21;8;22;9];[23;14;24;15]],12,[2;3],3,5,,{1;-2;-3;-4;2;-3;-4;-3;-2;3;1;4;1;-2;-2;-2},reversible,D1,Not Montesinos
12a_635,Y,12a_635,1437,[4; 12; 18; 16; 20; 2; 24; 8; 22; 10; 6; 14],[2 1 2:2:2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -11; 7; -6; 12; -4; 9; -8; 5; -12; 11; -10},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;17;8;16];[9;20;10;21];[11;3;12;2];[13;24;14;1];[15;9;16;8];[17;22;18;23];[19;10;20;11];[21;6;22;7];[23;14;24;15]],12,1,3,6,,{1;-2;-3;-4;5;1;3;5;-2;-4;5;3;-2;-3;-3},chiral,1,Not Montesinos
12a_636,Y,12a_636,1438,[4; 12; 18; 16; 20; 2; 24; 22; 6; 10; 8; 14],[2 1 3;3;3],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -11; 12; -6; 5; -4; 9; -8; 7; -12; 11; -10},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;16;8;17];[9;20;10;21];[11;3;12;2];[13;24;14;1];[15;22;16;23];[17;6;18;7];[19;10;20;11];[21;8;22;9];[23;14;24;15]],12,[2;3],3,6,,{-1;-1;-2;1;-2;-2;-3;2;2;-4;3;-2;5;-4;-3;5;5},reversible,D2,K(1/3;1/3;3/11)
12a_637,Y,12a_637,1439,[4; 12; 18; 16; 22; 2; 20; 8; 24; 10; 14; 6],[8*2 1:2:2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -11; 7; -6; 12; -4; 9; -10; 11; -8; 5; -12},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;17;8;16];[9;22;10;23];[11;3;12;2];[13;20;14;21];[15;9;16;8];[17;24;18;1];[19;10;20;11];[21;14;22;15];[23;6;24;7]],12,1,3,5,,{1;-2;-3;4;1;4;-3;2;-3;4;-3;-2;-2;-3},chiral,1,Not Montesinos
12a_638,Y,12a_638,1440,[4; 12; 18; 16; 22; 2; 20; 10; 6; 24; 14; 8],[.3.2.2 0.2 1 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -11; 9; -6; 5; -4; 12; -10; 11; -8; 7; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;17;8;16];[9;22;10;23];[11;3;12;2];[13;21;14;20];[15;11;16;10];[17;7;18;6];[19;1;20;24];[21;15;22;14];[23;8;24;9]],12,2,3,5,,{-1;2;2;-3;2;2;3;1;3;1;-2;3;4;-3;-2;4},chiral,1,Not Montesinos
12a_639,Y,12a_639,1441,[4; 12; 18; 20; 14; 2; 8; 10; 22; 24; 16; 6],[.2.(2;3+1) 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 7; -8; 9; -10; 11; -4; 12; -6; 10; -11; 5; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;20;8;21];[9;15;10;14];[11;3;12;2];[13;9;14;8];[15;11;16;10];[17;22;18;23];[19;1;20;24];[21;16;22;17];[23;6;24;7]],12,[2;3],3,4,,{-1;2;3;-1;3;-1;-2;3;3;3;2;-1;2},chiral,1,Not Montesinos
12a_640,Y,12a_640,1442,[4; 12; 18; 20; 14; 2; 10; 8; 22; 24; 16; 6],[6*2 4.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -8; 7; -10; 11; -4; 12; -6; 10; -11; 5; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;20;8;21];[9;15;10;14];[11;3;12;2];[13;11;14;10];[15;9;16;8];[17;22;18;23];[19;1;20;24];[21;16;22;17];[23;6;24;7]],12,2,3,5,,{1;-2;1;2;3;-4;3;-4;3;-4;2;-4;2;-3},chiral,1,Not Montesinos
12a_641,Y,12a_641,1443,[4; 12; 18; 20; 14; 2; 10; 22; 24; 6; 8; 16],[2 3;4;3],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -8; 10; -11; 12; -4; 5; -6; 7; -10; 11; -12},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;20;8;21];[9;15;10;14];[11;3;12;2];[13;11;14;10];[15;22;16;23];[17;24;18;1];[19;6;20;7];[21;8;22;9];[23;16;24;17]],12,[2;3],3,4,,{1;-2;1;2;-3;-3;-3;-3;2;2;-3;-3;-3},reversible,D1,K(1/3;1/4;2/7)
12a_642,Y,12a_642,1444,[4; 12; 18; 20; 14; 2; 10; 22; 24; 8; 6; 16],[2 3;3 1;3],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -8; 10; -11; 12; -4; 7; -6; 5; -10; 11; -12},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;20;8;21];[9;15;10;14];[11;3;12;2];[13;11;14;10];[15;22;16;23];[17;24;18;1];[19;8;20;9];[21;6;22;7];[23;16;24;17]],12,2,3,5,,{1;-2;1;2;-3;-4;3;-4;-3;2;2;-3;-3;-3},reversible,D1,K(1/3;3/4;2/7)
12a_643,Y,12a_643,1445,[4; 12; 18; 20; 14; 2; 10; 24; 22; 6; 8; 16],[4 3 3 2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -8; 10; -11; 12; -4; 5; -6; 7; -12; 11; -10},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;20;8;21];[9;15;10;14];[11;3;12;2];[13;11;14;10];[15;24;16;1];[17;22;18;23];[19;6;20;7];[21;8;22;9];[23;16;24;17]],12,[2;3],2,5,,{1;-2;1;2;-3;-3;-3;-3;2;2;-3;-4;3;-4},reversible,D2,K(23/99)
12a_644,Y,12a_644,1446,[4; 12; 18; 20; 14; 2; 10; 24; 22; 8; 6; 16],[3 1 3 3 2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -8; 10; -11; 12; -4; 7; -6; 5; -12; 11; -10},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;20;8;21];[9;15;10;14];[11;3;12;2];[13;11;14;10];[15;24;16;1];[17;22;18;23];[19;8;20;9];[21;6;22;7];[23;16;24;17]],12,2,2,6,,{1;-2;1;2;-3;-4;-5;4;-5;-4;3;-4;2;2;-3},reversible,D2,K(30/113)
12a_645,Y,12a_645,1447,[4; 12; 18; 20; 16; 2; 8; 22; 10; 24; 14; 6],[8*2 1.2:2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 7; -10; 11; -8; 9; -4; 12; -6; 10; -11; 5; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;20;8;21];[9;17;10;16];[11;3;12;2];[13;9;14;8];[15;22;16;23];[17;11;18;10];[19;1;20;24];[21;14;22;15];[23;6;24;7]],12,2,3,4,,{-1;-1;2;3;-1;3;3;2;-1;2;-3;2;2},chiral,1,Not Montesinos
12a_646,Y,12a_646,1448,[4; 12; 18; 20; 16; 2; 10; 22; 24; 6; 14; 8],[2 2:3:2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -10; 11; -8; 12; -4; 5; -6; 10; -11; 7; -12},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;20;8;21];[9;17;10;16];[11;3;12;2];[13;11;14;10];[15;23;16;22];[17;24;18;1];[19;6;20;7];[21;15;22;14];[23;8;24;9]],12,1,3,4,,{-1;-1;-1;2;2;3;-1;3;2;-1;2;2;-3},chiral,1,Not Montesinos
12a_647,Y,12a_647,1449,[4; 12; 18; 20; 16; 2; 22; 8; 10; 6; 24; 14],[(3;3) (2 1;2 1)],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -11; 7; -8; 9; -4; 5; -6; 12; -10; 11; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;21;8;20];[9;17;10;16];[11;3;12;2];[13;23;14;22];[15;9;16;8];[17;11;18;10];[19;7;20;6];[21;1;22;24];[23;15;24;14]],12,4,3,4,,{1;1;2;2;2;3;1;1;1;-2;1;3;3},reversible,D2,Not Montesinos
12a_648,Y,12a_648,1450,[4; 12; 18; 20; 16; 2; 22; 10; 8; 6; 24; 14],[3 3;2 1;2 1],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -11; 9; -8; 7; -4; 5; -6; 12; -10; 11; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;21;8;20];[9;17;10;16];[11;3;12;2];[13;23;14;22];[15;11;16;10];[17;9;18;8];[19;7;20;6];[21;1;22;24];[23;15;24;14]],12,3,3,5,,{1;-2;3;1;3;3;4;2;4;2;2;-3;2;4},reversible,D2,K(2/3;2/3;3/10)
12a_649,Y,12a_649,1451,[4; 12; 18; 20; 16; 2; 24; 10; 22; 6; 8; 14],[4 1 2 2 1 2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -11; 9; -8; 12; -4; 5; -6; 7; -12; 11; -10},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;20;8;21];[9;17;10;16];[11;3;12;2];[13;24;14;1];[15;11;16;10];[17;22;18;23];[19;6;20;7];[21;8;22;9];[23;14;24;15]],12,[2;3],2,5,,{1;-2;3;-4;1;-4;1;-2;-4;-4;3;-4},reversible,D2,K(27/127)
12a_650,Y,12a_650,1452,[4; 12; 18; 20; 16; 2; 24; 10; 22; 8; 6; 14],[3 1 1 2 2 1 2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -11; 9; -8; 12; -4; 7; -6; 5; -12; 11; -10},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;20;8;21];[9;17;10;16];[11;3;12;2];[13;24;14;1];[15;11;16;10];[17;22;18;23];[19;8;20;9];[21;6;22;7];[23;14;24;15]],12,2,2,6,,{-1;-2;3;-4;5;1;-2;3;-2;5;-1;-4;5},reversible,D2,K(46/165)
12a_651,Y,12a_651,1453,[4; 12; 18; 20; 22; 14; 2; 24; 10; 6; 8; 16],[5 1 2 2 2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 10; -3; 2; -10; 11; -12; 9; -4; 5; -6; 7; -8; 12; -11},[[1;5;2;4];[3;12;4;13];[5;19;6;18];[7;21;8;20];[9;23;10;22];[11;15;12;14];[13;2;14;3];[15;24;16;1];[17;11;18;10];[19;7;20;6];[21;9;22;8];[23;16;24;17]],12,[2;3],2,5,,{-1;2;-3;4;-1;2;-3;4;4;4;4;4},reversible,D2,K(17/97)
12a_652,Y,12a_652,1454,[4; 12; 18; 20; 22; 14; 2; 24; 10; 8; 6; 16],[3 2 1 2 2 2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 10; -3; 2; -10; 11; -12; 9; -4; 7; -6; 5; -8; 12; -11},[[1;5;2;4];[3;12;4;13];[5;19;6;18];[7;21;8;20];[9;23;10;22];[11;15;12;14];[13;2;14;3];[15;24;16;1];[17;11;18;10];[19;9;20;8];[21;7;22;6];[23;16;24;17]],12,2,2,6,,{-1;2;-3;4;-1;2;-3;4;4;5;-4;5;4},reversible,D2,K(46/155)
12a_653,Y,12a_653,1455,[4; 12; 18; 22; 14; 2; 10; 20; 6; 24; 8; 16],[2 3:2:2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -8; 10; -11; 5; -4; 12; -10; 7; -6; 11; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;23;8;22];[9;15;10;14];[11;3;12;2];[13;11;14;10];[15;21;16;20];[17;7;18;6];[19;1;20;24];[21;9;22;8];[23;17;24;16]],12,[2;3],3,6,,{1;1;1;2;-1;2;3;-2;4;-3;2;4;3;3;5;-4;5},reversible,D1,Not Montesinos
12a_654,Y,12a_654,1456,[4; 12; 18; 22; 14; 2; 10; 20; 8; 24; 16; 6],[.2 3.2.2 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -8; 10; -11; 7; -4; 12; -10; 11; -6; 5; -12},[[1;5;2;4];[3;13;4;12];[5;19;6;18];[7;22;8;23];[9;15;10;14];[11;3;12;2];[13;11;14;10];[15;21;16;20];[17;9;18;8];[19;1;20;24];[21;17;22;16];[23;6;24;7]],12,2,3,5,,{-1;2;2;1;1;2;3;-4;3;3;-2;3;-4;3},chiral,1,Not Montesinos
12a_655,Y,12a_655,1457,[4; 12; 18; 22; 14; 2; 10; 20; 24; 8; 16; 6],[.2.2.2 3 0],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 9; -8; 10; -11; 12; -4; 7; -10; 11; -6; 5; -12},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;22;8;23];[9;15;10;14];[11;3;12;2];[13;11;14;10];[15;20;16;21];[17;24;18;1];[19;8;20;9];[21;16;22;17];[23;6;24;7]],12,2,3,5,,{1;-2;1;2;-3;-4;-4;-3;2;2;-3;-3;4;-3},chiral,1,Not Montesinos
12a_656,Y,12a_656,1458,[4; 12; 18; 22; 14; 2; 20; 8; 24; 10; 16; 6],[8*2:.2 1:.2],{1; -2; 3; -1; 4; -5; 6; -7; 8; -9; 2; -3; 10; -8; 7; -11; 12; -4; 9; -10; 11; -6; 5; -12},[[1;5;2;4];[3;13;4;12];[5;18;6;19];[7;22;8;23];[9;14;10;15];[11;3;12;2];[13;20;14;21];[15;8;16;9];[17;24;18;1];[19;10;20;11];[21;16;22;17];[23;6;24;7]],12,1,3,5,,{1;-2;3;3;-4;-2;3;-1;-1;-2;-2;-3;4;-3;4;-2},reversible,D1,Not Montesinos
